Province,State,State Code,Latitude,Longitude,Tests,Days Since 1st Case,Total cases (4/14/2020),Deaths (4/14/2020),Population (for demographic %'s),% less than 18 years of age,% 65 and over,% Black,% American Indian & Alaska Native,% Asian,% Native Hawaiian/Other Pacific Islander,% Hispanic,% Non-Hispanic White,% Not Proficient in English,% Female,% Rural,Population Density per Square mile of Land (2010),Housing Density Per Square Mile of Land,Avg Daily March 2011 Sunlight (KJ/m²) Missing HI and AK,GDP 2018,GDP/capita,"Percentage Living in Poverty, All Ages, 2016","Air Quality, Annual Average Ambient Concentrations of PM2.5, 2014",Primary Care Physicians Ratio,Dentist Ratio,Mental Health Provider Ratio,High School Graduation Rate,% Some College,% Unemployed,% Children in Poverty,Income Inequality Ratio (80th%/20th%),% Single-Parent Households,Social Association Rate,Violent Crime Rate,Air pollution: Average Daily PM2.5,Presence of Drinking Water Violation,% Severe Housing Problems,Housing: Severe Cost Burden,Housing: Overcrowding,Housing: Inadequate Facilities,% Drive Alone to Work,% Long Commute - Drives Alone,Sleep <7 Hours_Percent,Sleep <7 Hours_CI_Low,Sleep <7 Hours_CI_High,Diabetes Total Percentage,Diabetes Male Percentage,Diabetes Female Percentage,"Coronary Heart Disease Death Rate per 100,000, All Ages, All Races/Ethnicities, Both Genders, 2014-2016","Hypertension Death Rate per 100,000 (any mention), 35+, All Races/Ethnicities, Both Genders, 2014-2016","Obesity, Age-Adjusted Percentage, 20+. 2015",% Fair or Poor Health,Average Number of Physically Unhealthy Days,Average Number of Mentally Unhealthy Days,% Low Birthweight,% Smokers (adults),% Adults with Obesity,Food Environment Index,% Physically Inactive,% With Access to Exercise Opportunities,% Excessive Drinking,% Uninsured,Preventable Hospitalization Rate (Preventable hospital stays),% With Annual Mammogram,% Flu Vaccinated,Chronic Respiratory Disease: mortality rate per 100K (2014),Liver Disease: crude mortality rate per 100K (1999-2018),Liver Disease: % of Total Deaths (1999-2018),Liver Disease: crude mortality rate per 100K (2018),Liver Disease: % of Total Deaths (2018),Avg Temp Peak Growth-10 Rate,Avg Temp 10 Before First-Current,Avg Temp First-Current,First Case,Stay At Home,No Cases,No Stay At Home Order,Stay At Home Order After First Case
Lincoln,Tennessee,,35.13739,-86.5891,"78,831",23,9,0,34117,22.1004192,19.4331272,6.72978281,0.82949849,0.49535422,0.15534777,3.78989946,86.5580209,0.6031627,50.895448,72.4888343,58.5,26.7,15552.23,"885,103",,16.7,10.6,1875:01:00,3791:01:00,2843:01:00,94.53125,43.1018819,3.08386153,18.4,4.26299723,37.5922695,6.51832538,463.13422,10.6,No,14.5007342,11.8040089,2.71659325,1.28487518,85.3471155,39.2,39.4495039,38.2278136,40.5704807,9.3,10.1,8.7,194.4,144,35.5,21.1694576,4.57684995,4.95174381,8.30055075,21.7469235,36.7,7.8,33.8,38.5599952,13.5581236,11.4425646,4265,38,51,52.5,15.7357855,0.00012045,NA,NA,15.20714286,14.15454545,14.9826087,3/23/20,4/2/20,0,0,1
Loudon,Tennessee,,35.7394,-84.3115,"78,831",24,17,0,53054,19.4047574,26.4372149,1.29867682,0.56357673,0.90473857,0.19979643,9.00026388,87.4071701,2.5411428,50.8331134,40.6129006,211.8,94.8,14950.27,"1,561,274",,10.6,10.6,1932:01:00,2041:01:00,1658:01:00,91.4728682,48.0787612,3.4081463,16,3.90345888,25.6668643,12.0800736,221.172115,10.6,No,11.9641077,8.78566019,2.24327019,1.54536391,83.5003703,34,32.7120711,31.5463,33.8966255,13.5,15.7,11.5,87.8,263.2,30,17.8485497,4.06874342,4.34908279,8.25082508,18.5811144,29,7.9,29.4,52.3972321,13.4832601,12.7782251,3976,55,57,53.03,19.0178209,0.000207,NA,NA,14.27272727,14.53823529,14.9,3/22/20,4/2/20,0,0,1
Macon,Tennessee,,36.53158,-86.0078,"78,831",24,5,0,24265,24.6733979,15.7181125,0.89017103,0.77889965,0.72532454,0.0453,5.43169174,91.5598599,1.27052564,51.1147744,79.5711974,121.5,32.1,15332.82,"1,926,369",,17.9,10.3,6020:01:00,6066:01:00,24265:1,87.7777778,42.9657795,3.21171868,26,4.38918013,32.0663812,3.32239711,287.654641,10.3,No,12.7576602,10.2535211,1.61559889,1.3816156,82.1483064,46.4,36.9239365,35.7400068,38.2048388,16.7,20.1,13.6,168.4,350.6,34,22.3164252,4.703814,4.77844093,9.67881944,23.5219218,34.6,8.3,39.3,40.925027,14.3891248,13.3126625,10813,37,50,98.44,16.1121222,8.30E-05,Unreliable,0.00017883,14.25333333,13.75666667,14.83,3/26/20,4/2/20,0,0,1
Madison,Tennessee,,35.61182,-88.8408,"78,831",17,9,0,97605,22.4086881,17.0226935,37.4376313,0.35039189,1.1474822,0.043,3.9946724,55.7174325,0.96657929,52.6397213,25.8266018,46.3,75.2,15314.99,"597,781",,19,10,763:01:00,1502:01:00,395:01:00,87.4118832,58.3723106,3.76458984,28.9,4.96068548,44.9981878,15.5669121,833.774215,10,No,16.9938155,16.0566479,1.048669,0.76633504,84.5116517,15.5,37.2469304,36.5576102,37.9398223,12.4,13.2,11.8,131.9,298.2,36.3,23.5367281,4.50988048,4.70919369,9.68301712,22.4549036,38.7,6.5,30.3,77.295664,13.4929755,9.60694746,6350,44,51,52.49,11.8998438,0.00026781,Unreliable,0.00026825,15.215,15.096875,15.96818182,3/24/20,4/2/20,0,0,1
Marion,Tennessee,,35.12997,-85.6227,"78,831",20,27,2,28575,21.0428696,20.0769904,4,0.45494313,0.61942257,0.028,1.80227472,91.6675416,0.0673,51.1461067,77.015972,72.4,26,14099.9,"511,236",,18.3,10.2,1777:01:00,4082:01:00,3175:01:00,87.5816994,52.1118382,4.68813698,23.5,4.95625071,35.0134862,7.73966579,287.61838,10.2,No,13.7700535,11.4864865,2.17468806,0.98039216,86.0103203,49.5,36.5142783,35.3597661,37.8039595,17.4,19.3,15.8,140,283.4,32.3,20.9312868,4.47380657,4.68530626,9.44917152,21.1374159,30.5,8,32.3,67.7196586,14.0764495,11.3061117,3686,34,43,83.79,21.1634942,0.00013917,Unreliable,0.00023248,13.78823529,13.79411765,14.10833333,3/22/20,4/2/20,0,0,1
Marshall,Tennessee,,35.45799,-86.7642,"78,831",22,73,0,33683,23.450999,16.1208918,6.47210759,0.43642193,0.67986818,0.0861,5.37066176,85.4347891,1.41545146,51.0287088,65.8229088,176.4,34.9,14601.87,"5,306,184",,13.2,10.4,6586:01:00,3743:01:00,2246:01:00,94.3765281,44.9993909,3.44377772,19.9,3.89754745,37.3855012,7.59163099,512.267458,10.4,No,11.9136571,9.67714885,2.02573682,0.87173101,88.1699346,51.4,35.2105847,34.0021991,36.3723975,9.9,10.6,9.4,169.7,232.3,31.5,20.4732932,4.3608996,4.64115086,8.90642616,21.9446358,37.9,7.9,29,50.9030931,15.2674827,10.5671794,4077,40,49,72.85,16.9798125,0.00011812,NA,NA,15.59230769,14.448,13.77333333,3/31/20,4/2/20,0,0,1
Maury,Tennessee,,35.61874,-87.0746,"78,831",24,26,1,94340,23.4195463,15.9147763,11.6376935,0.49395802,1.00487598,0.0519,6.14585542,78.991944,0.78854757,51.7638329,41.5929641,56.7,57.5,15890.23,"727,781",,11.5,10,1843:01:00,1497:01:00,439:01:00,90.8521303,60.695255,3.2347057,15.2,4.07882133,33.551681,11.1758515,452.907934,10,No,13.6515658,11.4285714,2.44755245,0.62328975,86.3454396,43.7,35.8684635,34.8331943,36.9422524,9.3,10.1,8.6,107,233.8,32.8,20.4435895,4.14450807,4.51249725,8.64243787,20.9946911,32.5,7.9,32.8,59.9078512,14.7128641,10.6600101,3673,42,54,70.91,17.3006789,0.0003216,25.4398982,0.0004292,14.65789474,14.25428571,14.448,3/21/20,4/2/20,0,0,1
McMinn,Tennessee,,35.42813,-84.6152,"78,831",15,9,1,53285,21.2179788,19.6265366,3.62390917,0.56113353,0.75443371,0.0338,4.21131651,89.0682181,0.65118516,51.2526978,60.3413309,81.5,54.3,15141.6,"959,596",,16.9,10.3,2034:01:00,2537:01:00,1440:01:00,94.4773176,46.6505636,4.08468683,21.8,5.17587112,32.8499821,13.9947425,515.037773,10.3,No,15.3384961,13.6409995,1.64876343,0.72445666,85.4513754,29.4,36.1356722,35.0437363,37.2525665,9,8.9,9.2,153.4,182.9,31.5,20.9215641,4.65507838,4.55172598,8.81035341,23.7658359,33.7,7.8,35.8,50.4438832,13.3441919,12.1620974,4365,46,44,69.84,20.4724776,0.00024676,Unreliable,0.00023248,14.33913043,14.53823529,14.9,3/22/20,4/2/20,0,0,1
McNairy,Tennessee,,35.17469,-88.5648,"78,831",25,33,0,25832,21.8179003,20.7881697,5.98869619,0.41034376,0.34066274,0.0194,2.15236916,89.6562403,0.28147181,50.8671415,85.2732502,132,21.2,15034.27,"3,285,859",,22,9.9,3251:01:00,2348:01:00,738:01:00,94.949495,47.4762873,5.39105816,22.3,4.64870434,33.5677862,9.99846178,372.856078,9.9,No,13.4146342,11.169376,2.03252033,0.6097561,87.8043455,33.2,36.2148792,35.0759325,37.4305807,12.8,14.1,11.6,216.9,302.3,32.5,24.5334586,4.90101175,4.91857377,7.41885626,25.216174,30.3,7.5,38,37.0776606,12.6025671,11.3753371,6270,34,48,76.56,19.0054842,0.00011344,Unreliable,0.00017883,16.74615385,15.68888889,14.81176471,3/29/20,4/2/20,0,0,1
Meigs,Tennessee,,35.51559,-84.8148,"78,831",20,3,0,12306,20.4128068,21.2254185,1.51145783,0.88574679,0.34129693,0.0325,2.32406956,93.9379165,0.3798251,50.3575492,100,60.2,28.8,15412.75,"220,368",,18.3,10.2,2011:01:00,12306:1,12306:1,96.8503937,42.8788454,4.50503853,26.6,4.55637451,31.2346689,11.6009281,430.02512,10.2,No,15.0802139,12.3922414,2.75935829,0.42780749,86.1034799,51.1,35.4093456,34.0856849,36.763945,13.3,14.9,11.7,138.4,153.9,33.4,20.4467668,4.62516272,4.86199125,10.5504587,21.99892,35.4,8.3,34.5,32.9703055,13.5107702,12.482722,3564,44,35,89.03,29.9000299,8.07E-05,NA,NA,13.31538462,12.85333333,13.2,3/26/20,4/2/20,0,0,1
Monroe,Tennessee,,35.4455,-84.249,"78,831",25,9,0,46357,21.0712514,21.17911,1.95224022,0.64283711,0.47026339,0.0604,4.67459068,90.7500485,0.39293639,50.195224,76.0753835,70,32.7,15253.67,"1,174,306",,19.3,10.7,4624:01:00,3090:01:00,2318:01:00,91.411043,39.2687421,3.71057514,23,4.65509473,32.1873392,9.29930796,475.139811,10.7,No,13.2582322,10.8797654,2.39745812,0.75101098,85.4174174,43,35.0770306,33.9003518,36.2926614,9,9.8,8.2,107.9,209.7,34.2,22.7572484,4.72305856,4.84965336,9.08829451,22.5537845,32.7,8.1,24.8,75.4104989,12.4635834,11.9880037,5909,43,47,69.91,18.6122434,0.00018828,Unreliable,0.00025037,15.15555556,14.57428571,14.716,3/21/20,4/2/20,0,0,1
Montgomery,Tennessee,,36.49609,-87.3855,"78,831",26,102,2,205950,26.6982277,9.22796795,19.8455936,0.7414421,2.4195193,0.44865259,10.2636562,62.7734887,0.85368772,50.2092741,19.7422402,319.6,130,14081.99,"4,928,685",,12.9,9.6,2534:01:00,2168:01:00,523:01:00,95.0678733,70.0255923,3.8001097,16.6,3.84111145,30.61598,6.69390854,565.56124,9.6,No,13.7725443,11.4305323,2.48174095,0.63347742,86.478458,33.3,40.7563311,39.830895,41.6271689,12.1,13.1,11.3,128.4,466.9,32.7,19.4460612,4.21169732,4.53684336,7.64852514,22.4780123,34.3,7.1,26.4,65.4780626,16.5241241,8.83176624,5032,34,47,80.68,11.4624042,0.00044557,10.6822044,0.00039343,12.69130435,13.06388889,13.67307692,3/20/20,4/2/20,0,0,1
Moore,Tennessee,,35.27725,-86.3623,"78,831",#N/A,0,0,6411,18.9362034,21.5099049,2.6516924,0.34316019,0.8267041,0.0156,2.02776478,92.8404305,0,50.0389955,99.8742534,49.2,22.6,15278.85,"187,161",,10.9,10.2,NA,NA,6411:01:00,91.9354839,53.0627306,3.0260181,14.1,4.85521446,19.28,6.26566416,110.935024,10.2,No,10.546875,8.19607843,2.1484375,0.78125,89.5120175,40.5,33.8036288,32.606414,35.2083776,11.3,12.5,10,155.5,303.1,31.3,16.8840384,3.93170662,4.32153133,7.71276596,18.7216352,24.9,7.8,21.1,20.0880226,15.0594222,9.51239009,6769,37,46,57.14,Unreliable,1.75E-05,NA,NA,,,,,4/2/20,1,0,0
Morgan,Tennessee,,36.13248,-84.6488,"78,831",18,6,0,21579,19.1899532,17.776542,3.64706428,0.53292553,0.31975532,0.0649,1.37170397,92.9561147,0.2867279,45.2754993,99.8862965,42.1,17.1,14334.05,"265,071",,22.7,9.4,7212:01:00,7193:01:00,10790:1,98.1617647,31.9020463,4.46564886,26.9,4.63959155,32.9958014,7.85727491,193.767157,9.4,No,14.265928,10.9039944,3.3933518,0.76177285,82.3044097,47,36.7935754,35.6054413,38.0698755,19.4,22.8,15.3,157.3,224.8,32.4,22.45049,4.85541178,4.98148797,9.73888497,24.8036788,36.1,7.4,36.9,48.8424978,14.4705644,12.5727214,6481,41,41,98.58,13.4394024,6.67E-05,NA,NA,13.2,12.98214286,12.68888889,3/28/20,4/2/20,0,0,1
Obion,Tennessee,,36.35732,-89.1492,"78,831",17,8,1,30267,21.6737701,20.4149734,10.5890904,0.34360855,0.4658539,0.10572571,4.59906829,82.7006311,0.81642579,51.6073612,61.5839281,58.4,26.9,13773.16,"1,034,308",,18.6,10.9,2170:01:00,1892:01:00,2162:01:00,84.375,45.1270879,4.94670897,25.6,4.94613294,35.0074963,14.8099391,436.126933,10.9,No,13.2861635,11.4262885,1.57232704,0.78616352,85.9207794,24.1,36.3250631,35.2000645,37.4923095,13.1,14,12.3,152.9,311.4,35.5,23.4626368,4.84515501,5.00331123,8.91903,24.1303461,37.9,7.3,38,70.0977772,13.0525888,11.8212337,7089,42,44,76.87,15.3240725,0.00011344,NA,NA,13.68571429,13.7962963,13.53529412,3/29/20,4/2/20,0,0,1
Overton,Tennessee,,36.34118,-85.2899,"78,831",22,5,0,22068,21.1301432,20.5773065,0.61627696,0.41236179,0.34439007,0.00906,1.57241254,96.016857,0.21646063,50.4304876,84.2186297,50.9,23.7,13847.87,"485,920",,18.7,9.5,2201:01:00,3153:01:00,11034:1,86.0759494,42.2392886,3.75840293,20.8,4.62677409,25.4500818,7.26876249,216.870736,9.5,No,11.204955,8.43513671,2.7027027,0.39414414,87.7698655,43.3,34.6289894,33.394453,35.9641298,10.9,12.1,9.9,145.1,199.4,36.2,21.6006813,4.62541611,4.97956449,7.03075957,22.7197748,38.7,8.3,32.4,45.2927591,13.0503348,12.0178644,8351,37,52,85.72,26.3750012,0.00013215,Unreliable,0.00017883,12.97222222,12.35625,12.90454545,3/24/20,4/2/20,0,0,1
Perry,Tennessee,,35.63709,-87.8614,"78,831",24,4,0,8064,22.1230159,21.1433532,2.43055556,0.80605159,0.5952381,0.0124,2.79017857,91.3938492,0,49.5411706,100,19.1,11.1,14802.93,"169,171",,22.1,9.5,3988:01:00,8064:01:00,1613:01:00,96.6292135,41.4715719,4.29941231,26.4,6.22340337,25.6,5.01567398,253.084467,9.5,No,14.0186916,9.17609047,3.894081,1.5576324,77.1300448,30.4,34.6274989,33.4098277,35.8480746,13.9,16,11.9,201.6,345.4,29.7,25.0300514,5.15670436,5.15524095,7.40740741,24.3081118,28.9,6.7,27.2,12.7605812,12.904288,14.3553102,10989,29,47,70.19,23.8282307,4.33E-05,NA,NA,14.13913043,14.19117647,14.62916667,3/22/20,4/2/20,0,0,1
Pickett,Tennessee,,36.55607,-85.0776,"78,831",#N/A,0,0,5082,17.7292405,27.587564,0.21645022,0.35419126,0.0984,0.0787,1.96772924,96.5564738,0.20554985,49.9803227,100,31.2,21.2,13618.9,"130,490",,17,9.2,2537:01:00,NA,NA,96.8253968,39.6938776,3.80212592,24.3,3.6446939,24.8671626,7.88488074,204.459157,9.2,Yes,7.74647887,4.86997636,1.78403756,0.70422535,83.246888,34,33.6430592,32.3196221,35.0622232,12.8,15,10.7,143.8,124.7,31.3,20.0085154,4.53550351,4.71854123,8.01393728,20.7888969,31.2,8.4,34.5,56.7067166,12.8535309,12.024103,10097,34,46,85.92,Unreliable,1.52E-05,NA,NA,,,,,4/2/20,1,0,0
Polk,Tennessee,,35.12245,-84.5208,"78,831",13,5,0,16898,19.5644455,20.9728962,0.69830749,0.57403243,0.38466091,0.071,2.21327968,94.7745295,0.11866842,50.7338147,100,38.7,18.4,15768.09,"287,388",,16.2,9.7,1676:01:00,2816:01:00,16898:1,91.4772727,43.452541,4.18898503,22.4,4.3697836,26.5578635,13.7256072,224.121444,9.7,No,12.8603104,9.69149737,2.9563932,0.59127864,85.4263103,42.7,35.5337917,34.3198114,36.867573,13.4,14.9,11.9,147.4,160.8,33.1,21.0936132,4.47599712,4.81029538,8.56164384,21.8634833,34.4,8.4,31.6,73.384844,13.963805,12.5114784,5568,36,39,82.36,19.6315906,7.60E-05,NA,NA,15.475,15.16086957,14.81538462,4/2/20,4/2/20,0,0,1
Putnam,Tennessee,,36.14005,-85.5065,"78,831",25,92,0,78843,20.8705909,16.6584224,2.15745215,0.74959096,1.53469553,0.14205446,6.52816357,88.1054754,1.71276167,50.2466928,34.9760097,180.3,79.5,14026.54,"3,308,251",,19.2,9.6,1494:01:00,1488:01:00,451:01:00,92.3787529,57.9337617,3.55083018,18.7,5.08894714,35.8688111,10.8144295,396.881359,9.6,No,17.4418605,16.0290808,1.79401993,1.51162791,86.3053596,29,33.2130022,32.0038005,34.3502328,10.4,11.6,9.4,122,289.7,29.3,20.5228101,4.53202831,4.80568917,7.5774785,23.6977942,28.3,7.2,26.8,47.3984043,14.9189618,12.3949344,5245,43,52,77.03,14.903491,0.00024442,Unreliable,0.00023248,12.36666667,12.46,12.44,3/21/20,4/2/20,0,0,1
Rhea,Tennessee,,35.60536,-84.9308,"78,831",15,1,0,33044,22.6879312,18.608522,2.05786224,0.56288585,0.59314853,0.0666,5.36859944,89.9891054,1.56965337,50.3661784,68.0153416,100.9,45.5,15093.88,"1,892,112",,18.2,9.8,2972:01:00,3672:01:00,2542:01:00,87.1584699,44.3142477,5.61185322,27.2,5.24185703,39.1094421,11.3180998,279.730969,9.8,No,10.6365834,8.55496089,1.89363417,1.36986301,81.4898596,31.5,35.3461421,34.2041976,36.5489468,18.5,19.9,17.2,140.1,275.1,31.9,21.6388566,4.71868866,4.86807164,8.25009249,23.41253,37.8,7.5,33.8,63.7335345,13.4924929,12.7153754,5381,40,47,85.41,20.6815542,0.00014969,NA,NA,,12.584,11.64666667,3/31/20,4/2/20,0,0,1
Roane,Tennessee,,35.84923,-84.5246,"78,831",25,5,0,53140,18.7824614,22.785096,2.59126835,0.45540083,0.64734663,0.0602,1.96273993,92.6082047,0.30858092,51.2118931,50.9920452,150.2,71.3,14855.96,"2,206,450",,14.2,10,2791:01:00,2044:01:00,2214:01:00,95.472441,53.277371,4.11177817,22,5.53987523,26.3189569,11.6901727,334.033306,10,No,12.7032048,10.7830613,1.55596842,0.9986066,86.5062661,45.6,34.8244275,33.6459284,36.0351587,12.6,14.1,11.2,134.1,338.5,35.5,19.9590451,4.4197565,4.83393869,9.05752754,19.9553904,34.1,7.6,23.9,65.1612189,13.0748405,10.7791188,6166,46,53,76.08,20.4142301,0.00025377,39.5182537,0.00037555,15.14705882,14.57428571,14.716,3/21/20,4/2/20,0,0,1
Robertson,Tennessee,,36.52455,-86.8735,"78,831",28,88,0,71012,23.8649806,14.8143976,7.33256351,0.6210218,0.67312567,0.11969808,7.28327607,82.9986481,1.54921769,50.5970822,53.2398956,139.2,54.8,14143.28,"2,138,230",,10.3,10.9,2807:01:00,3382:01:00,1578:01:00,96.9325153,54.045999,3.1372549,15.4,3.6755249,31.7041573,10.1172749,426.094837,10.9,No,12.3736353,9.7042627,2.04205419,1.03113627,83.4675466,50.2,34.8312946,33.7083504,35.9541384,9.5,10.1,9,137.7,231.7,31.7,17.8796733,4.08536503,4.392419,8.24122237,19.8064669,34.1,8.7,30.7,58.3422597,15.6038157,10.0855531,4794,36,51,70.88,16.1061871,0.00023857,28.1642539,0.00035767,14.15909091,14.35263158,15.17857143,3/18/20,4/2/20,0,0,1
Rutherford,Tennessee,,35.84591,-86.4107,"78,831",33,253,6,324890,24.6544985,10.4546154,15.3895165,0.55218689,3.52734772,0.10742097,8.45116809,69.9812244,2.31651752,50.7784173,17.0214467,424,166.2,14406.51,"13,308,992",,10.3,11.2,2349:01:00,1911:01:00,1058:01:00,95.3147051,68.6863095,2.68830897,11.8,3.56631227,29.8895515,7.0627481,491.584652,11.2,Yes,14.286404,11.5779736,2.5444187,0.80146775,83.5790534,43.4,37.316113,36.418667,38.1752331,11.3,11.1,11.5,119.6,233.7,33.2,17.0057399,3.87278096,3.90096631,8.58788365,18.8631904,35.9,7.9,24.8,75.5696791,15.9935344,9.45432847,6208,45,50,63.34,10.3680933,0.00060578,10.4650805,0.00060803,14.03888889,14.02093023,14.47878788,3/13/20,4/2/20,0,0,1
Scott,Tennessee,,36.42326,-84.5036,"78,831",25,10,0,22039,24.3069105,16.8065702,0.21325832,0.33576841,0.2903943,0.00907,1.04814193,97.1459685,0.1163975,50.9006761,80.5560554,41.8,18.6,13742.86,"524,815",,22,9.3,2443:01:00,3148:01:00,1837:01:00,95.890411,41.0478772,4.30373777,26.6,4.88493056,38.9099886,6.82159262,230.02118,9.3,No,14.1577061,13.4564325,0.52568698,0.59737157,84.9594004,31.7,34.8847783,33.4584073,36.1582131,11.5,12.6,10.5,116,370.6,31.9,23.9452723,5.09520071,5.22085206,9.26216641,25.8204368,42.1,7.6,32.2,71.050027,13.8420195,11.3193904,6827,40,42,115.97,16.0059268,8.19E-05,NA,NA,12.92105263,12.38285714,12.52,3/21/20,4/2/20,0,0,1
Sequatchie,Tennessee,,35.3698,-85.4102,"78,831",15,3,0,14876,20.8456574,20.3549341,0.59155687,0.63189029,0.48400108,0.0739,3.48884109,93.4861522,0.37900458,50.5041678,73.8024376,53.1,24,15603.97,"247,420",,17.7,9.7,2947:01:00,4959:01:00,4959:01:00,86.4197531,50.7560628,4.33703029,25.6,4.48607354,33.2803054,6.10749186,389.131164,9.7,No,15.4054054,10.4174229,4.5045045,2.25225225,81.5321477,51.7,34.5712148,33.2813364,35.8327715,10.5,11.3,9.8,112.3,220.6,34,21.659863,4.45955844,4.90725047,10.4436229,21.4958116,37.9,8.6,26.4,33.7089002,14.5263646,11.2907387,3101,37,45,82.43,18.173389,5.73E-05,NA,NA,14.66153846,13.872,13.10666667,3/31/20,4/2/20,0,0,1
Sevier,Tennessee,,35.78077,-83.5224,"78,831",30,22,0,97892,20.6074041,19.7574878,1.10427818,0.6292649,1.28406816,0.049,6.26506763,89.733584,2.09503951,51.0532015,56.6476432,151.7,94.4,15016.18,"3,591,754",,15.1,10.1,2569:01:00,2879:01:00,1461:01:00,89.1544118,51.2840637,3.49360604,23,3.73679673,33.7905807,9.62739917,311.178988,10.1,No,14.3185506,11.0323197,2.66360195,1.02758248,78.0420514,40.1,34.6931543,33.4761341,35.852324,12.9,13.9,12,138.4,289.4,39.6,19.473471,4.37628861,4.71784966,8.20232399,21.4798024,44.3,8,34.7,63.7185863,13.4502362,16.6735303,4352,44,48,59.92,20.0727725,0.00040463,32.6890859,0.00057227,14.41,12.845,13.62333333,3/16/20,4/2/20,0,0,1
Shelby,Tennessee,,35.18648,-89.8969,"78,831",38,1359,26,935764,24.8696253,13.5823776,53.6481421,0.33640961,2.70762714,0.0746,6.53508791,35.5840789,1.9070949,52.4963559,2.75978716,1215.5,521.9,15048.54,"57,633,301",61.58956852,20.8,9.5,1197:01:00,1395:01:00,694:01:00,80.3410665,62.1359338,4.15345213,33.2,5.59302204,50.955844,9.1039008,1346.15477,9.5,No,20.1883099,18.101251,2.63176694,0.90725951,83.5611459,30.6,38.1276007,37.5126282,38.796932,11.4,11.5,11.3,113.5,299.6,34.8,20.6118237,4.27829758,4.16082846,11.7674527,20.0969679,35.5,6,25.2,86.6872421,13.4131488,11.7497533,5021,33,47,50.15,11.5056221,0.00248043,15.0679017,0.00252155,14.7030303,14.38125,15.14210526,3/8/20,4/2/20,0,0,1
Smith,Tennessee,,36.2536,-85.9541,"78,831",19,10,0,19942,22.6807742,16.9742253,2.22645673,0.47136696,0.416207,0.015,2.92849263,92.6386521,0.0381,50.2507271,82.8759261,61,27.1,14038.02,"685,356",,14.6,10,2455:01:00,3988:01:00,6647:01:00,92.3076923,45.396193,3.05084746,18.8,4.44154748,33.1995541,5.0926869,236.738729,10,Yes,11.3170086,9.04219692,2.36929186,0.19854401,86.4231884,43.1,33.3019947,32.0667128,34.5404305,14.5,17.1,12,137.8,324.9,32,19.0449981,4.37843497,4.68457222,10.2130326,22.1543977,30,8.6,20,49.2538871,14.8896079,10.3331486,8561,38,52,85.41,14.8936962,6.55E-05,NA,NA,14.56666667,15.04137931,15.79473684,3/27/20,4/2/20,0,0,1
Stewart,Tennessee,,36.50235,-87.8392,"78,831",11,4,0,13561,20.912912,20.3377332,1.68866603,0.75953101,1.04712042,0.0516,3.09711673,91.6967775,0.0878,50.0553057,100,29,14.8,14086.82,"805,094",,16.4,10.3,13355:1,4520:01:00,3390:01:00,97.3856209,51.4945652,5.00386399,22.2,3.82204314,31.1557789,9.73418195,439.15622,10.3,Yes,13.6933462,12.979351,0.65573771,0.28929605,84.176597,53.3,35.030466,33.6897435,36.3629543,8.5,8.9,8.1,176.1,376,32.4,19.0646271,4.35680156,4.59949999,7.44234801,20.7036622,26.9,8.1,27,54.3230261,14.115311,12.0139675,5613,35,40,94.11,18.8492712,5.73E-05,NA,NA,16,14.54285714,13.50909091,4/4/20,4/2/20,0,0,0
Sullivan,Tennessee,,36.51241,-82.3041,"78,831",35,43,1,157668,19.2569196,21.8998148,2.19638735,0.36976432,0.78138874,0.04,1.93761575,93.2960398,0.34307275,51.3617221,25.5613016,379.4,178.4,13353.63,"7,134,333",,16.4,10.2,790:01:00,1383:01:00,830:01:00,94.4568869,60.0331163,3.69614836,24.6,4.59184822,34.3569554,14.3804324,484.19744,10.2,No,11.4196828,9.28532964,1.5630928,1.27475529,86.1353239,25.6,34.9762961,34.0321029,35.9262075,12,13.1,11.1,144.3,201.8,32.7,20.525529,4.85878288,5.20143662,8.29015544,22.0996876,34,7.2,29.6,78.1231069,12.5061305,10.2748686,5497,45,50,70.88,21.5976048,0.00078471,24.7355202,0.00069745,13.21136364,11.80333333,13.07571429,3/11/20,4/2/20,0,0,1
Sumner,Tennessee,,36.46824,-86.4592,"78,831",28,466,27,187149,23.4690006,15.8504721,7.7066936,0.39487254,1.47048608,0.0994,5.07456626,83.7904557,1.01590919,51.1736638,27.8825983,303.4,124.6,14162.36,"5,919,474",31.62973887,9.7,10.8,2039:01:00,2339:01:00,1200:01:00,94.6641258,66.4937647,2.78199907,11.7,3.94455798,30.2083576,8.33583045,248.557058,10.8,No,11.6540165,10.1220388,1.2887413,0.85388994,83.4683059,47,32.8401448,31.8163739,33.8830561,7.1,7.1,7.2,116.4,187.2,33.8,17.3515099,3.93810742,4.42659032,8.06351825,18.1367004,31.1,8.3,32.1,65.4032183,17.021806,9.80008496,6553,38,52,60.43,13.0136224,0.00047597,16.5643418,0.00055438,14.48181818,14.35263158,15.17857143,3/18/20,4/2/20,0,0,1
